index	input	target
125381	kamu bilang kamu tidak akan tertawa!	bukan kamu - itu gaunnya!
125385	itu garpu terbaik dari semuanya	garpu makanan penutup!
125392	Anda harus menikmati membuat saya sakit!	Anda seharusnya tidak mendorong kami!
125394	Ayolah !	tidak !
125397	makalah palsu! sekarang apa ? !	sekarang turun dari kereta.
125400	kenapa?	apa yang sedang kamu lakukan? !
125401	ayo!	kenapa?
125405	dengan menarik rambutku? !	saya kehabisan dinamit!
125413	mengapa kamu ingin pergi ke paris?	saya punya alasan saya.
125424	aduh! itu sangat menyakitkan!	Maafkan saya . . . saya m . . .
125462	Saya mendapatkan dada dingin. .	bartok. . . pertanyaan .
125473	percayalah padaku, itu dia!	bagaimana Anda tahu ?
125485	Lihat aku .	jadi kemana kamu akan pergi?
125491	tapi itu bukan uangnya, vlad.	apakah kamu merasa baik-baik saja?
125494	"""odessa dunk""?"	itu berhasil di odessa. . .
125504	Anda seorang putri. . .	bangsawan tidak membantu orang dengan barang bawaan mereka.
125513	dia adalah dia?	lihat!
125520	saya akan menunjukkan kepada Anda!	lari, anya - pergi. . .
125529	dan katakan padaku kalau dia bahagia.	oh, dmitri. saya berharap saya bisa.
125530	dia melakukannya.	dan katakan padaku kalau dia bahagia.
125531	berjanjilah padaku dia akan memiliki rumahnya.	dia melakukannya.
125545	tolong, jika Anda hanya mendengarkan. . .	lepaskan dia sekaligus.
125558	oh, langit - saya harus mengatakan, ya.	kemudian, Anda akan membawanya untuk melihat tatiana?
125568	orang ini ada di televisi.	saya membutuhkan palu polo besar!
125588	penyanyi!	penyanyi alvy di sini!
125592	apa ?	ini penyanyi alvy!
125612	baik, mengapa tidak?	yeah, earl warren?
125615	kami telah melalui ini.	jika mereka-mereka menemukan cangkang dari senapan itu.
125634	tidak, itu tidak mungkin, karena dia seorang komik.	iya nih .
125684	Allah .	ingat hari itu?
125687	"ini ""penolakan kematian"". kamu ingat ini ?"	oh-
125707	kristus!	tidak ada sama sekali?
125744	benda ?	ya, kami punya, uh. . .
125747	ingat, kami punya benda itu.	benda apa ?
125754	apa . . . ya?	coba lihat .
125756	uh huh . ya lupakan .	inilah hadiah nyata.
125763	ya, tapi tidak ada hadiah sampai tengah malam.	oh, sialan.
125785	oh, saya punya radio.	yah?
125790	Oh ya . oh oh! advy?	apa ?
125791	oh, yesus, benarkah?	Oh ya . oh oh! advy?
125808	laba-laba yang sangat besar.	yah?
125809	oh apa ?	laba-laba yang sangat besar.
125815	saya mendapat cokelat yang enak, advy.	yeah, di mana laba-laba itu?
125837	apa ?	ada laba-laba hitam besar di kamar mandi.
125838	ada laba-laba di kamar mandi.	apa ?
125841	apa itu aku, buka.	oh .
125855	apakah itu akan mengubah istrimu?	apakah itu akan mengubah hidupku?
125866	ya, dan dia mencekikku. . .	yah?
125867	sinatra?	ya, dan dia mencekikku. . .
125870	ya	aku merengek. i-i-i duduk dan saya merengek.
125888	saya pulang !	Oh ya ? bagaimana hasilnya?
125908	baik, apa definisi Anda tentang mengikuti?	berikut ini berbeda. saya memata-matai.
125911	aku tidak mengikutimu!	kamu mengikutiku!
125912	kamu mengikutiku. saya tidak bisa mempercayainya!	aku tidak mengikutimu!
125937	benarkah?	ya?
125938	tidak, aku baik-baik saja .	benarkah?
125945	oh, datang, kamu tidak membutuhkan itu.	apa yang sedang kamu lakukan ?
125965	tempat itu empat ratus dolar sebulan?	ya itu .
125978	Saya memiliki apartemen kecil.	Ya, saya tahu itu kecil.
125979	ya, tapi kamu-kamu punya apartemen yang bagus.	Saya memiliki apartemen kecil.
125982	tentu saja .	ya, bu-bu-tapi kenapa?
125985	tidakkah kamu pikir saya lakukan?	saya tidak tahu .
125993	itulah pertanyaan kuncinya.	ya
126003	kamu sangat seksi.	tidak, bukan aku .
126004	Anda lihat, seperti Anda dan saya. . .	kamu sangat seksi.
126013	lihat orang-orang ini.	ya
126014	m'hm. ya ya	lihat orang-orang ini.
126017	lihat, lihat orang itu.	m'hm.
126018	ya?	lihat, lihat orang itu.
126023	dan orang buta, lumpuh. . .	ya
126024	m'hm.	dan orang buta, lumpuh. . .
126027	mereka adalah dua kategori. . .	m'hm.
126028	m'hm.	mereka adalah dua kategori. . .
126037	hai?	hm?
126038	apa ? apa ?	hai?
126039	m'hm. kamu tidak akan percaya ini, tapi-	apa ? apa ?
126047	bagus? saya adalah-	tidak .
126051	ya, aku-aku-aku kecelakaan.	tidak . kamu bangkai kapal.
126052	yah?	ya, aku-aku-aku kecelakaan.
126053	ya	yah?
126057	seperti kata balzac. . .	hm?
126062	tidak ada yang beberapa mega-vitamin tidak bisa menyembuhkan.	oh dan istri pertamamu adalah allison?
126065	baik . ya	Saya akan memiliki daging kornet.
126066	kita bisa mencerna ...	baik . ya
126068	baik ?	ya
126069	baik .	baik ?
126070	dan kita akan mencerna makanan kita dengan lebih baik.	baik .
126071	Oh baiklah .	dan kita akan mencerna makanan kita dengan lebih baik.
126076	beri ciuman.	benarkah?
126077	apa ?	beri ciuman.
126078	Hei, dengar, dengarkan.	apa ?
126082	ya!	yah?
126083	sungguh, menurut Anda begitu, sungguh?	ya!
126100	ya, aku bertemu bajingan juga.	apa yang saya maksud ?
126117	lima belas tahun, ya.	ya oh, tuhan memberkati!
126118	lima belas tahun, ya?	lima belas tahun, ya.
126119	Karena, uh, kamu tidak pernah tahu apa yang akan terjadi.	lima belas tahun, ya?
126141	rapi?	rapi, ya.
126151	y-y-ya, hanya untuk lima belas tahun.	limabelas tahun ?
126152	oh, Anda melihat seorang analis?	y-y-ya, hanya untuk lima belas tahun.
126155	tidak, saya punya waktu.	baik .
126156	Kamu yakin ?	tidak, saya punya waktu.
126160	oh, ya, ya.	saya akan melihat yuh.
126162	baiklah. . .	baiklah. . . Terima kasih lagi .
126165	grammy mu!	saya tahu, itu sangat konyol, bukan?
126166	ya aku tahu .	grammy mu!
126169	siapa ? grammy? ruang grammy?	ya, nenekku.
126178	Anda ingin barang-barang tenis Anda?	ya? oh . . ya
126179	jangan lucu.	Anda ingin barang-barang tenis Anda?
126185	oh benar.	mobil bagus .
126190	saya akan mendapatkan sepotong.	ya . . jadi, dengarkan-Anda mengemudi?
126191	Baiklah .	saya akan mendapatkan sepotong.
126192	oke, itu bagus.	Baiklah .
126194	baik .	untuk yuh.
126197	tidak, tidak, terima kasih. hei, jangan-	baik, dimana itu? saya-
126200	wisconsin.	uh, kamu mengendarai a-
126202	tidak, chippewa jatuh.	benar! dimana?
126205	oh - kamu seorang aktris.	baik, saya melakukan iklan, semacam. . .
126206	oh, aku di kelas aktingnya.	oh - kamu seorang aktris.
126211	ya, baiklah, aku, tapi aku. . .	sangat menyesal .
126214	down- aku-aku pergi ke kota.	oh, baik, aku pergi ke kota juga.
126215	saya ? oh, pusat kota!	down- aku-aku pergi ke kota.
126216	yakin . w-w-w-mana cara yuh pergi?	saya ? oh, pusat kota!
126222	uh. . . Anda ingin angkat?	oh, kenapa-uh. . . kamu harus mobil?
126227	hai hai, hai	hai Oh, hai! hai
126236	oh, ayolah-saya maksud, saya masih lebih muda.	hei, itu tahun lalu.
126257	jangan berikan padaku. jangan!	oooh! disini! disini!
126272	apa-apa-apa-ada apa?	saya-Anda tahu, saya tidak mau.
126273	alvy, i. . .	apa-apa-apa-ada apa?
126274	ya, karena itu seharusnya.	alvy, i. . .
126275	film itu membuatku merasa bersalah.	ya, karena itu seharusnya.
126288	bagaimana mungkin Anda kesiangan?	jam alarm .
126289	saya merindukan terapi saya. Saya ketiduran .	bagaimana mungkin Anda kesiangan?
126291	aku-aku-aku akan mengalami stroke.	baik, berhenti mendengarkan dia.
126315	Oh ya ? luar biasa.	bisakah aku mengakui sesuatu?
126316	ini kamar saya .	Oh ya ? luar biasa.
126317	oh, hai, duane, bagaimana kabarmu?	ini kamar saya .
126318	sayang.	oh, hai, duane, bagaimana kabarmu?
126322	anak laki-laki enam tahun tidak memiliki gadis di pikiran mereka.	aku melakukannya .
126325	apa yang saya lakukan?	kamu seharusnya malu dengan dirimu sendiri .
126326	melangkah ke sini!	apa yang saya lakukan?
126327	apa yang saya lakukan?	melangkah ke sini!
126330	yesus!	kemana kamu pergi ?
126331	oswald dan hantu.	yesus!
126332	buruk ?	oswald dan hantu.
126333	Aku sedang sakit kepala .	buruk ?
126334	oh, kamu sakit kepala!	Aku sedang sakit kepala .
126335	kepala saya berdenyut-denyut.	oh, kamu sakit kepala!
126336	apa-	kepala saya berdenyut-denyut.
126337	saya tidak bisa.	apa-
126344	jangan marah!	Sialan! saya sangat dekat.
126345	Oh maafkan saya !	jangan marah!
126359	kenapa kamu begitu bermusuhan?	Karena aku ingin menonton knicks di televisi.
126365	oh, tsch, terima kasih. hm	saya maksud itu sebagai pujian.
126373	Apakah kamu ?	ya
126374	aku sendiri seorang rosicrucian.	Apakah kamu ?
126375	benarkah? itu pasti keliman yang luar biasa.	aku sendiri seorang rosicrucian.
126380	kamu punya rakun?	ch, beberapa.
126383	pria, itu hebat. itu bagus sekali.	kamu menangkap dylan?
126385	oh .	katakan padanya .
126388	oh, lakukan ya?	iya nih .
126398	mungkin pada kencan pertama mereka, kan?	itu pandangan sempit.
126410	hei	tepat sebelum hal un-Amerikanya.
126411	charlie chaplin.	hei
126412	pemicu.	charlie chaplin.
126418	apa maksudmu?	berarti?
126419	enam belas tahun yang lalu.	apa maksudmu?
126420	oh, kapan kamu berhenti merokok?	enam belas tahun yang lalu.
126421	Saya bukan diri saya sendiri karena saya berhenti merokok.	oh, kapan kamu berhenti merokok?
126438	uri geller harus berada di suatu tempat di suatu tempat.	kita akan beroperasi bersama.
126439	ya benar	uri geller harus berada di suatu tempat di suatu tempat.
126449	dan. . . uh-	bagaimana Anda suka pasangan ini, maks?
126450	m'hm.	dan. . . uh-
126455	v .pl. ?	garis panty terlihat. max, dia cantik.
126456	yang satu dengan v .p. l.	v .pl. ?
126457	dimana?	yang satu dengan v .p. l.
126464	kamu suka rumah ini, maks?	m'hm.
126469	saya tidak tahu, maksud saya, saya-	kamu ingin berbaring?
126470	kamu baik-baik saja ?	saya tidak tahu, maksud saya, saya-
126471	oh, jesus .	kamu baik-baik saja ?
126472	baiklah, duduk.	oh, jesus .
126479	beri aku tawa yang luar biasa di sini, charlie.	lihat, uh. . .
126481	max, saya punya seri hit.	ya aku tahu; tapi kamu menambahkan tawa palsu.
126482	apakah Anda menyadari betapa tidak bermoralnya semua ini?	max, saya punya seri hit.
126488	benar-baik, santa claus akan memiliki sunstroke.	maks, tidak ada kejahatan, tidak ada penjambretan.
126496	yeah, lingkungannya akan sangat bagus.	kita bisa menunjukkan padanya halaman sekolah.
126498	ya, awasi jalan!	Anda akan total keseluruhan mobil.
126512	ayo kita keluar dari kota gila ini.	lupakan saja, maks.
126513	ah .	ayo kita keluar dari kota gila ini.
126514	kanan, maks. california, maks.	ah .
126518	ah, maks, kamu, uh. . .	berhenti memanggilku maks.
126527	siapa yang menganiaya? dia mencuri!	Baiklah kita bisa membelinya.
126528	mereka cukup dianiaya!	siapa yang menganiaya? dia mencuri!
126529	dia sedang memeriksa dompet saya!	mereka cukup dianiaya!
126530	jadi yang berwarna punya cukup masalah.	dia sedang memeriksa dompet saya!
126531	begitu?	jadi yang berwarna punya cukup masalah.
126532	tapi dia berwarna.	begitu?
126533	dia mencuri.	tapi dia berwarna.
126534	Anda memecat wanita pembersih?	dia mencuri.
126536	istrinya menderita diabetes!	di-diabetes? apa itu alasan? diabetes?
126542	lihat dirimu, kau-kau seperti badut.	saya terlihat cantik.
126543	lalu ada jerry, aktor itu.	lihat dirimu, kau-kau seperti badut.
126554	mmm	saya hanya punya waktu untuk mendapatkan, uh-
126557	oh, dia manis sekali, annie.	kau pikir begitu ? Anda yakin ?
126559	sekarang, jangan biarkan begitu lama, sekarang.	tidak .
126561	oh, kamu ingat dia, annie.	ya, saya lakukan.
126568	ya	dan di sini, kamu hanya-
126569	bisa saja membeku, bisa hujan.	ya
126570	ya	bisa saja membeku, bisa hujan.
126578	ada seluruh sayap di rumah ini.	oh ya, tetap di sini? ya?
126579	oh .	ada seluruh sayap di rumah ini.
126585	itu satu set yang luar biasa.	Astaga .
126586	oh .	itu satu set yang luar biasa.
126596	oh bagaimana dengan ?	. . .dapat bekerja bersama.
126605	hai, aku-aku tony renda.	baiklah, hai!
126606	oh .	hai, aku-aku tony renda.
126608	ada banyak pria yang tertarik padamu?	oh, saya cukup penari yang hidup.
126610	uh, bagaimana kepribadian ini bisa terjadi?	saya sangat menawan.
126611	saya sangat cantik.	uh, bagaimana kepribadian ini bisa terjadi?
126616	itu cara mereka melakukan sesuatu.	untuk kode?
126617	apakah itu kontraktor?	itu cara mereka melakukan sesuatu.
126619	apakah kamu tahu kontraktornya?	sangat baik .
126623	sudah berapa lama Anda bekerja untuk orang-orang di sana?	waktu yang lama .
126634	sepuluh, lima belas menit yang lalu.	kenapa kamu tidak masuk?
126635	kemenangan. kapan kamu sampai disini ?	sepuluh, lima belas menit yang lalu.
126636	jadi siapa yang menang?	kemenangan. kapan kamu sampai disini ?
126640	gores keduanya, tulis dalam empat.	gores keduanya, tulis dalam empat.
126641	leo. Leo dua puluh delapan, kal.	gores keduanya, tulis dalam empat.
126642	saya memiliki jendela waktu kecil.	leo. Leo dua puluh delapan, kal.
126643	oktober-ish.	saya memiliki jendela waktu kecil.
126647	leo?	ada pemikiran tentang casting belum?
126657	tidak apa?	film .
126665	Dia adalah kejutan konstan.	dan Anda baru saja bertemu.
126666	dia punya payudara yang bagus.	Dia adalah kejutan konstan.
126669	itu terjadi. itu terjadi.	dan bagaimana keadaan diva?
126676	benar-benar tidak .	ini memiliki cincin Anda.
126677	sedikit membantu?	benar-benar tidak .
126686	hal-hal selalu terlihat jauh lebih buruk di pagi hari.	Saya tidak tahu bagaimana membuatnya lucu.
126698	dia sudah punya.	tidak apa-apa, bukan?
126702	jangan katakan padanya.	itu tidak akan muncul.
126719	oh .	tidakkah saya katakan?
126720	untuk mengembara. otis.	oh .
126721	oh .	untuk mengembara. otis.
126722	dia alergi.	oh .
126723	kenapa kamu tidak membawanya?	dia alergi.
126725	kenapa kamu tidak membawanya?	apa ?
126736	ketombe. dia alergi. otis.	oh apakah kamu punya foto?
126737	Anda harus membawanya.	ketombe. dia alergi. otis.
126742	benarkah?	jadi di mana jonah muda?
126745	tidak pernah.	sungguh.
126746	apakah kamu tidak melewatkannya?	tidak pernah.
126747	Saya senang semuanya ada untuk saya.	apakah kamu tidak melewatkannya?
126751	jagalah baik-baik.	mengandalkan itu .
126753	ini bukan kontes.	benar sekali .
126754	dan kamu bukan istrinya.	ini bukan kontes.
126755	jesus, sally. aku bukan musuh.	dan kamu bukan istrinya.
126763	maukah kamu meninggalkan kami sendirian sekarang?	aku juga mencintainya, joe.
126768	Anda perlu menelepon ayahmu.	tinggalkan kami sendiri sekarang.
126769	bercinta denganmu.	Anda perlu menelepon ayahmu.
126771	bajingan bodoh.	dia meninggalkan pesan.
126772	dia di icu.	bajingan bodoh.
126773	tapi dia baik-baik saja.	dia di icu.
126774	lucy overdosis.	tapi dia baik-baik saja.
126776	harry disebut.	dan?
126777	Ketegangan ini membunuh ku .	harry disebut.
126779	apa itu ?	ayo ke atas, oke?
126781	begitu?	Aku mencintaimu, Joe Therrian.
126791	kapan dia lulus SMA?	oh, sangat cemburu.
126798	sally?	silahkan ?
126800	apa hidungnya. Anda melewatkan panggilan Anda.	bisakah aku membukanya?
126803	lagi .	tidak, tidak lagi. selamat ulang tahun, scout.
126804	saya tidak pernah menempatkan diri saya dalam bahaya.	lagi .
126805	bercinta denganmu.	saya tidak pernah menempatkan diri saya dalam bahaya.
126806	aku adalah asisten bayaran.	bercinta denganmu.
126808	kami telah mendengar banyak tentang Anda.	kamu punya ?
126809	permisi ?	kami telah mendengar banyak tentang Anda.
126810	oh Anda adalah mereka.	permisi ?
126811	kami tinggal di sebelah.	oh Anda adalah mereka.
126813	monica .	dan Anda tahu teman-teman kita, bagaimana caranya?
126816	bukan sebagai suatu peraturan.	mereka tidak menandatangani pengembalian pajak sialan mereka!
126823	saya menyebutnya hari yang sempurna.	malam yang sempurna.
126825	biarkan aku menyembuhkanmu, sayang.	oh yesus oh yesus oh yesus.
126826	Oh ya ?	biarkan aku menyembuhkanmu, sayang.
126831	kamu bayi gila. Aku cinta kamu .	apakah Anda pahlawan besar saya yang besar?
126834	ada tes, kamu tahu.	lupakan saja, judy.
126843	mungkin tidak .	jadi, Anda punya koran penjaga pantai, atau apa?
126846	kapan saja, olahraga.	ya, terima kasih sobat.
126847	hei terimakasih kawan .	kapan saja, olahraga.
126855	hei! Maukah kamu ?	itu lima belas detik.
126856	pergi	hei! Maukah kamu ?
126858	novel ryan.	Novel ryan?
126865	kamu keluar dari pikiranmu.	lakukan saja apa yang aku katakan, oke?
126869	iya nih .	apakah dia berjanji?
126870	apakah kamu memberitahu joe untuk berperilaku?	iya nih .
126871	terserah apa kata anda .	apakah kamu memberitahu joe untuk berperilaku?
126882	kami tidak bisa berada di tanah yang lebih kuat.	terserah apa kata anda . dengarkan, aku mencintaimu.
126885	Anda hanya membuat setengah kutipan Anda tahun ini.	Anda adalah menara pendukung.
126886	kita baru saja berulang kali ini?	Anda hanya membuat setengah kutipan Anda tahun ini.
126903	dia adalah favoritku.	aku tahu . itu untuk tempat tidur bayi.
126904	aku tahu .	dia adalah favoritku.
126907	saya juga .	Selamat Hari jadi .
126908	itu di bawah kunci dan kunci.	saya juga .
126909	saya juga .	itu di bawah kunci dan kunci.
126912	cukup banyak bencana, malam ini, bukan?	saya kira .
126917	aku akan bersamamu.	aku tidak ingin pergi malam ini.
126923	aku tidak akan pernah memaafkanmu.	aku tahu .
126924	iya nih .	aku tidak akan pernah memaafkanmu.
126928	saya monster. tepatnya.	kamu belum siap.
126929	apa ? ! Anda menggugurkan anak kita? !	saya monster. tepatnya.
126932	kamu berubah pikiran.	aku ingin kamu kembali.
126937	Saya melakukan aborsi dua minggu lalu.	jangan lakukan ini.
126938	jangan memaksaku pergi.	Saya melakukan aborsi dua minggu lalu.
126940	ini adalah kegilaan. sally. . .	tidak.
126941	siapa lagi?	ini adalah kegilaan. sally. . .
126942	sally, demi Kristus.	siapa lagi?
126943	kal, juga?	sally, demi Kristus.
126944	Mac ? mac mengatakannya? kal?	kal, juga?
126954	apa yang kamu katakan ?	halo? ulang tahun terakhir?
126957	ini novel.	tentang saya !
126975	otis! datang! anak baik! datang!	otis!
126987	otis! ! ! !	otis! ! ! !
126989	bercinta denganmu.	atau menyebalkan! ! otis! !
127003	lumba-lumba. hebat.	itu ekstasi, sal.
127009	gencatan senjata?	gencatan senjata.
127010	oke, hentikan itu.	gencatan senjata?
127014	masih juara.	panel tidak ada di tim Anda lagi.
127016	dua menit .	tidak apa-apa. menjadi tamu kita.
127028	berjanjilah Anda akan baik pada tetangga.	Saya akan mengatakan sesedikit mungkin.
127030	Saya tidak bisa membayangkan orang lain bermain genna.	benarkah?
127031	aku akan muntah.	Saya tidak bisa membayangkan orang lain bermain genna.
127045	untuk selamanya.	jangan mengerti.
127050	tidak . Apakah kamu ?	tidak . Saya melewatkan itu .
127052	apa ?	kamu tidak mencium lutut orang lain, kan?
127053	tidak.	apa ?
127055	cium bagian belakang lututku.	melalui berkeringat atau tidak?
127060	sulit. . .	menerima pujian.
127063	selamat ulang tahun, sayang.	Selamat Hari jadi .
127067	yakin .	Aku akan melakukannya .
127068	kopi ?	yakin .
127082	tapi aku selalu takut aku akan mengatakan sesuatu yang bodoh.	ah .
127083	dan aku kamu .	tapi aku selalu takut aku akan mengatakan sesuatu yang bodoh.
127088	jangan konyol.	bercanda.
127089	tidak lama .	jangan konyol.
127099	ini novel.	masih. baiklah. mari kita jatuhkan.
127110	kami punya hadiah?	terima kasih, saya akan mengambil itu. sampanye ?
127129	berhenti menjadi seperti jalang, sal.	saya minta maaf .
127136	itu sangat bagus.	aku suka kamu .
127144	iya nih .	dan dia tidak merokok?
127145	banyak kue.	iya nih .
127146	medali.	banyak kue.
127147	itu banyak sekali.	medali.
127148	delapan tahun. itu cukup pencapaian.	itu banyak sekali.
127149	Maafkan saya .	delapan tahun. itu cukup pencapaian.
127152	ryan benar-benar marah padaku.	Saya pikir dia benar-benar marah dengan saya juga.
127153	lemon itu.	ryan benar-benar marah padaku.
127154	lemon .	lemon itu.
127155	lemon atau raspberry?	lemon .
127156	baik .	lemon atau raspberry?
127172	kehormatan pramuka.	aku akan menjadi sahabatmu.
127173	baik . tolong jangan bilang ryan aku minum.	kehormatan pramuka.
127180	dan kamu tahu, dia benar-benar tidak.	dan ryan bekerja di rumah.
127191	sedikit keluar dari elemen saya.	Tidak, bukan kau .
127200	Anda seorang dekorator interior, kan?	sally melakukan semua ini sendiri?
127217	Yesus Kristus .	baiklah. . .Wow . . .
127221	saya tidak mengucapkan sepatah kata pun.	waktu!
127223	apa ?	percaya padanya .
127225	tentu saja tidak apa-apa.	Clair adalah ibu yang melayang.
127227	apa ?	ayo kita pulang, oke?
127228	jangan masuk, ryan.	apa ?
127234	kita harus menemukan anjing itu, ryan.	kenapa?
127235	Insya'Allah .	kita harus menemukan anjing itu, ryan.
127251	apakah kamu ingin pulang, ryan?	iya nih .
127257	ryan.	aku yakin kamu mengerti.
127259	i. . .	sudah berapa lama itu?
127261	saya minta maaf .	kamu sialan sapi, tidak bisakah kamu baca? !
127262	ada tanda sialan di pintu gerbang.	saya minta maaf .
127263	Maafkan saya .	ada tanda sialan di pintu gerbang.
127265	Yah, siapa pun yang melakukan ini luar biasa.	saya melakukannya .
127266	saya sangat berharap saya tahu.	Yah, siapa pun yang melakukan ini luar biasa.
127272	ryan!	apakah kamu sedang mengerjakan buku baru?
127274	kita hampir tidak bisa mengatakan tidak.	oh ?
127283	bagaimana dengan seseorang yang sangat menyukai shostakovich?	apakah kamu memintaku untuk menikahimu?
127284	jika dia masih hidup, mungkin.	bagaimana dengan seseorang yang sangat menyukai shostakovich?
127287	apakah Anda benar-benar, seperti shostakovich?	ya
127302	itu adalah petunjuk saya.	oh ?
127303	Terima kasih .	itu adalah petunjuk saya.
127304	tebak-tebakan.	Terima kasih .
127305	oh ?	tebak-tebakan.
127306	saya terkesan .	oh ?
127308	apakah kamu membutuhkan yang lain?	tidak, tidak, terima kasih.
127309	iya nih .	apakah kamu membutuhkan yang lain?
127310	apakah ada ruang di sini?	iya nih .
127326	itu bukan jawaban, kan?	ya, kamu monster.
127327	kamu adalah sahabatku.	itu bukan jawaban, kan?
127330	terima kasih.	jadi katakan padaku, bagaimana kabarmu?
127331	um. senang untuk Anda .	terima kasih.
127335	baik . yah, itu sesuatu yang baru.	tidak . bukan sesuatu yang baru.
127337	kenapa tidak ?	saya tidak pernah suka berbicara tentang pekerjaan saya.
127338	saya tidak ingin membicarakannya.	kenapa tidak ?
127340	iya nih . baik .	itu dia ? iya nih . baik ?
127344	Saya khawatir tentang galiano Anda.	kamu brengsek.
127345	tidak . sungguh. nyata . sungguh.	Saya khawatir tentang galiano Anda.
127346	kenapa kamu tidak bercinta sendiri?	tidak . sungguh. nyata . sungguh.
127347	jadi bagaimana Anda benar-benar melakukan, panel?	kenapa kamu tidak bercinta sendiri?
127350	Sial. ini galiano saya.	apa artinya ?
127356	"""Kalau tidak, kami akan bersikeras berada di sini."""	kamu tahu ini benar .
127357	kami hanya merasakan jalan kembali.	"""Kalau tidak, kami akan bersikeras berada di sini."""
127358	saya tidak mendengar saya mengatakan malam ini.	kami hanya merasakan jalan kembali.
127359	ini hari jadi kita, panel.	saya tidak mendengar saya mengatakan malam ini.
127372	seperti manajer bisnis Anda?	mereka bukan hanya manajer bisnis kami, panel.
127375	bercinta denganmu, panel.	Anda lihat, itu lebih buruk.
127380	kamu tidak tahu dia itu jalang.	dia ada di atasnya, apa kau buta?
127387	akankah sampanye membantu?	tidak cukup .
127389	apakah kamu mabuk cinta?	bunuh diri. itu jauh lebih kodependen.
127396	monica dan ryan.	bangkit.
127404	iya nih .	baik, senang kau memutuskan untuk datang.
127406	saya tidak keberatan. . .	rileks. Anda sudah cukup melakukannya.
127407	Anda tidak perlu melakukan itu.	saya tidak keberatan. . .
127413	Ya Tuhan, maaf. aku menyela.	aku akan segera keluar.
127425	saya tidak punya masalah narkoba.	begitu juga joe.
127426	kamu tidak benar-benar ngeri.	saya tidak punya masalah narkoba.
127440	sophia! aku bahkan tidak hamil!	sangat baik . Terima kasih Tuhan .
127445	saya percaya kamu .	oh soph. . .
127449	jadi seberapa besar kamu membencinya?	waktu besar.
127458	dia fotografer yang hebat.	hm
127459	iya nih .	dia fotografer yang hebat.
127460	bukankah ini gambar yang luar biasa?	iya nih .
127462	lupakan .	apakah kamu ingin bertemu dengan suamiku?
127463	saya berharap mereka cat air!	lupakan .
127466	seperti joe.	hmm. dimana anak-anakku?
127468	dia seorang novelis.	ah .
127477	syukurlah. waktu istirahat .	istirahat berakhir.
127485	tidak terlihat!	tidak - individu <u> </ u>!
127499	saya baru . . .i lahir kemarin.	Beritahu aku tentang itu .
127518	kenapa mereka mengikatmu di sini?	ada sesuatu yang terjadi, z -
127528	iya nih ?	<i> ini semua salahmu! </ i> ! !
127537	jadi apa yang membuatmu istimewa?	baiklah. . .i <u> saya </ u> yang tertua.
127545	hlllllllp!	berhenti bermain-main di sana.
127546	disini aku hanya apa?	hlllllllp!
127551	mau daftar?	tunggu, aku mendengar sesuatu!
127561	pekerja! kembali ke sini sekarang!	Saya punya nama <u> </ u>. ini <u> z </ u>.
127572	i - <u> benci </ u> - Anda.	baik saya rasa itu membuat kita bahkan.
127573	Lihatlah sekeliling, sayang.	i - <u> benci </ u> - Anda.
127590	bukan itu yang kamu katakan malam <u> lainnya </ u> <u> malam </ u> -	tenang - sshhh! !
127598	kamu menari . . .	secara ilahi?
127605	dan Anda . . . ?	aku bala putri.
127610	uh oh . Selamat tinggal ! harus lari!	tunggu! kapan aku bisa melihatmu lagi ?
127616	kamu benar !	kamu - kamu pikir aku benar?
127630	tentu saja --	dan apakah para putri melakukan hal-hal yang tidak pantas?
127631	aku adalah putri, bukan?	tentu saja --
127637	Tidak ada!	ibu!
127639	siapa idiot itu?	Sayang, Anda harus mendorong pasukan - gelombang!
127653	barbatus!	jujur, nak - apa aku sakit parah?
127654	barbatus?	barbatus!
127655	z! disini !	barbatus?
127676	"apa yang kita miliki tentang ""insektiopia"" ini?"	laporan yang tersebar, Pak. rumor. tidak ada yang bisa diandalkan.
127683	empat belas lima puluh jam, Pak.	panggilan tugas !
127689	bukan yang itu . atau yang itu.	tidak pak !
127693	i. . .aku tidak tahu, Pak.	baiklah, nak.
127694	jadi katakan padaku . dimana z?	i. . .aku tidak tahu, Pak.
127695	Terima kasih Pak .	jadi katakan padaku . dimana z?
127696	bagus Anda seorang prajurit yang baik.	Terima kasih Pak .
127706	bolehkah saya memotong?	Oh tentu --
127717	terlibat? seperti kamu akan menikah?	afirmatif.
127751	apa yang kamu lihat di luar sana?	. . .ants. . .
127752	Saya senang Anda menanyakan pertanyaan itu!	apa yang kamu lihat di luar sana?
127753	mengapa kita begitu sukses?	Saya senang Anda menanyakan pertanyaan itu!
127754	tanya saya mengapa kami sangat sukses.	mengapa kita begitu sukses?
127757	hebat! Anda <u> seharusnya </ u> merasa tidak penting!	. . .saya harus ?
127763	ya aku tahu .	apa yang saya lakukan ?
127764	Anda adalah teman sejati.	ya aku tahu .
127765	pakai ini .	Anda adalah teman sejati.
127780	Hei, apakah kamu mendengar apa yang dia katakan? !	pria malang itu punya terlalu banyak misi kepanduan.
127793	kita menyatakan perang lagi? Apakah kamu takut ?	aku akan kembali .
127797	tidak di sana. di bawah matras.	di bawah matras?
127802	ini tempatnya?	ya berapa banyak ?
127826	oh halo di sana, mrs. dreyfuss.	ada masalah?
