index	input	target
140074	i know, i know .	beta cam's still coming back tomorrow, right ?
140077	the witch ?	it's not about witches, goddamnit !
140081	--go !	four in the morning ?
140090	back it up, rewind, whatever you call it .	fine .
140091	there, what ? i didn't see anything .	back it up, rewind, whatever you call it .
140093	does it hurt ?	like hell . play the goddamn tape .
140095	turn the tapes back on .	fine .
140096	this is a little nuts .	turn the tapes back on .
140098	what ? that made her lose the baby ?	something . someone .
140101	hey, <u>chill</u>, man--	--there's something <u>here</u>, nick--
140103	i don't know yet .	well, please keep me fucking informed !
140109	how'd you know they were--	--hunch . just sort've saw 'em there .
140111	<u>one</u> set . everything from midnight on--	--no, i think they're all in there .
140115	so, i hear you're from new mexico !	sometimes .
140117	beer and weed is what i've got .	both . now .
140118	i want amphetamines .	beer and weed is what i've got .
140119	you want a hand ?	i want amphetamines .
140123	--who ?	doesn't say--it's just these pages .
140126	--i don't trust anybody, not even me, anymore--	--shhhh ! #5, there's something up there !
140129	who ?	no one ever comes here .
140131	"for ""james ?"""	goes right along with these two .
140132	"that's a ""j ."""	"for ""james ?"""
140137	i'd strongly advise you to join us--	--before you lose your emotional lunch .
140139	be it still alive, james ?	<u>what</u>--
140141	--into the <u>black</u> <u>hills</u> with--200- something miles from here--	--domini !
140144	--i saw what i saw .	yeah . me too .
140147	what the fuck-- ? ?	--i don't know .
140148	next time try putting on shoes--	what the fuck-- ? ?
140149	it's <u>freezing</u> .	next time try putting on shoes--
140150	--things got a way of finding <u>you</u> here .	it's <u>freezing</u> .
140151	how's she going to know where to--	--things got a way of finding <u>you</u> here .
140154	where ?	down there in the park .
140155	heather, does that look like domini there ?	where ?
140156	boy kurth .	heather, does that look like domini there ?
140157	no idea--goddamitt !	boy kurth .
140160	cotter ?	fucking owl !
140168	fire escape ? ?	don't have one .
140170	where's domini ?	my room, asleep, last i checked .
140175	whatta you got, telescopic vision ?	still don't see it--
140180	mi casa y su casa !	su casa y shit-o hole-o .
140182	too busy eating us ?	just go .
140183	get inside quick, they'll stop .	too busy eating us ?
140185	--cotter: shut up .	what ?
140192	--yeah, a hand or something--	--coming out of the water--
140194	get <u>out</u> of here !	what're you doing with all this shit ?
140196	what're you, crazy ? ?	what're you, nuts ?
140198	we should be so lucky .	butt-ugly owl .
140203	no fucking .	no .
140204	yeah ?	no fucking .
140207	what i never could figure about the movie ?	what ?
140208	ask me what i don't have .	what i never could figure about the movie ?
140209	what movies ?	ask me what i don't have .
140210	i've got the panasonic portable dvd player .	what movies ?
140211	if you're looking at me, look elsewhere .	i've got the panasonic portable dvd player .
140214	hadn't even opened the thing since cub scouts .	never would've guessed .
140215	nice tent .	hadn't even opened the thing since cub scouts .
140219	that's what josh and mike said .	shut-up .
140222	i don't believe this .	i do .
140224	from-the-movie-mary-brown, trailer park bible psycho ?	oh, for chrissake, she was an actor .
140235	what ?	one of the printers .
140237	--it's less than four feet, just--	--shit ! ! !
140238	what're you nuts--	--it's less than four feet, just--
140239	just let it go, i've got you !	what're you nuts--
140240	i can't !	just let it go, i've got you !
140241	just hold on !	i can't !
140256	--whatever you want, no problem--	--still go see the ob in the morning--
140258	what--	--oh, jesus--
140262	running a junk yard .	a cyber entrepreneurialship .
140264	just one lock in this neighbor- hood ?	all i need--
140266	let's get inside .	first enormous brick warehouse on your right .
140274	"--what happened to the goddamn ""witch-watch ? ?"""	--i dunno, i just woke up--
140275	asleep--	"--what happened to the goddamn ""witch-watch ? ?"""
140284	okay, but--	--now there .
140285	look over there .	okay, but--
140286	what ?	look over there .
140292	this isn't about us .	right . and the check's in the mail .
140293	what're you doing ?	this isn't about us .
140295	you drive, i'll handle the video, okay ?	fine .
140298	cotter ?	i'm not finished .
140300	we're not making blair witch ii here .	i am .
140301	--turn the goddamn camera off !	we're not making blair witch ii here .
140302	--a wiccan--	--turn the goddamn camera off !
140303	--cotter--	--a wiccan--
140305	--graduate thesis--	--about the witch--
140308	this is her equally on-the-rag boy- friend, nick leavitt--	--turn the camera off--
140310	what ?	the wheel .
140311	hold this .	what ?
140313	someone want to tell me what's going on--	--and we brought it back with us !
140315	what ?	why she kills children .
140317	pointless .	no . i don't think so .
140323	you planning on sleeping out there ?	not planning on sleeping at all .
140324	what ?	you planning on sleeping out there ?
140325	ah, domini ?	what ?
140326	oooh . oooh .	ah, domini ?
140330	look at those marks--just like in the movie .	ancient runes--
140332	she got <u>paid</u> .	i thought the movie was bitchin' .
140340	what're you afraid's going to happen ?	that they'll start touching us inside our heads .
140346	you gonna be alright ?	sure . i'm sorry .
140348	that's why she kills children .	i know, i know--
140351	what ?	it touched me, don't you see it now ?
140353	what ?	that's the <u>reason</u> .
140354	jesus .	what ?
140356	are you alright ?	 . . . .i don't know .
140357	what'd you say ?	are you alright ?
140358	dad . . . ?	what'd you say ?
140361	still working on it .	elly kedward ?
140367	cotter'll kill you .	he'll never know .
140369	for a blur ?	there is something <u>there</u>--don't ask, just trust me .
140371	what'd you see ?	motion . stop there . play it again .
140377	women miscarry all the--	--no .
140388	why ?	does she, goddamnit ? ?
140392	i thought all witches were benign and good .	not this one .
140393	"""it's why the witch kills children ."""	i thought all witches were benign and good .
140395	anna--	--fuck anna !
140396	no . we <u>all</u> go .	anna--
140398	"she's far from ""fine ."""	you're needed here--keep watching--
140399	check the monitor, she's <u>fine</u> .	"she's far from ""fine ."""
140400	i should check on anna .	check the monitor, she's <u>fine</u> .
140405	"gothic rune--the letter ""s ."""	or a blood blister--or a bruise .
140407	i can't do it !	don't ! you're making me lose my grip .
140409	domini's the only logical explanation .	we're not dealing with fucking logic here !
140412	domini .	why in the world would <u>she</u>--
140423	okay . hypothetically .	shoot .
140424	yeah .	okay . hypothetically .
140425	heather .	yeah .
140426	--a <u>lot</u> .	heather .
140429	--i know !	i'm sorry .
140430	she's off her fucking rocker--	--i know !
140435	she <u>wasn't</u> a witch .	whatever .
140440	--bullshit--	--she wasn't a witch--we embrace nature, not evil--
140445	--yes--	--the sheriff's office--
140446	i'm talking to taos, new mexico--	--yes--
140447	 . . . .ma'am ?	i'm talking to taos, new mexico--
140450	--it's urgent !	could i tell him what it's regarding ?
140451	he's in a meeting . could i have him--	--it's urgent !
140459	your mother's pastor .	what happened to my dad ? ?
140460	who <u>is</u> this ? ?	your mother's pastor .
140461	she wants me to talk to you, heather .	who <u>is</u> this ? ?
140466	what ? ! did ray tell you that ?	sort of . . .
140470	something happened with marty and ray--	abby . . .
140473	no, i--	well i do . . .
140484	 . . .so ?	i think someone's watching .
140491	 . . .you leaving ?	isn't that what you want ?
140493	 . . .where is everything ?	in the trunk .
140497	 . . .who ?	marty .
140501	 . . .that's what's important .	i don't know what you're talking about .
140510	what happened ?--was meurice there ?	yeah .
140514	 . . .you called me this morning .	yeah .
140515	yeah . . .	 . . .you called me this morning .
140519	 . . .what ?	i said you're bad .
140520	you're bad .	 . . .what ?
140521	 . . .ray ?	you're bad .
140522	abby--	 . . .ray ?
140523	okay, see ya . . . thanks, ray .	abby--
140529	hello ?	abby . . . you all right ?
140531	 . . .you ever get tired ?	huh ? oh, yeah, i guess . mm-hmm .
140532	when you don't they're usually nice .	 . . .you ever get tired ?
140533	 . . .mm-hmm .	when you don't they're usually nice .
140546	 . . .well i'll be damned .	i couldn't believe it either . . .
140551	i could've sworn i heard something .	door's locked . nothing there .
140553	you wouldn't be putting me out .	 . . .well, i'd be okay in here--
140562	on the phone . was it for you ?	i don't know, he didn't say anything .
140563	what ?	on the phone . was it for you ?
140564	who was it ?	what ?
140568	where . . . where you going ?	see a guy .
140574	what was that ?	your husband .
140575	yeah .	what was that ?
140576	 . . .ray ?	yeah .
140579	i own the place .	christ, i'm getting bored .
140582	it'll pass .	we don't seem to be communicating--
140584	 . . .so what're you doing tonight ?	going out with meurice .
140586	so how long have you know meurice ?	about ten years .
140593	you've got a very sophisticated palate .	thanks .
140594	remy .	you've got a very sophisticated palate .
140597	and how many room got tv, dusty ?	ever durned one .
140608	what night is it ?	 . . .friday ?
140609	what ?	what night is it ?
140610	hold it, hold it . what's tonight ?	what ?
140612	i mean, i ain't a marriage counselor--	yeah .
140613	yeah .	i mean, i ain't a marriage counselor--
140617	sign .	i don't know . motel . . . abby--
140618	back where ?	sign .
140619	 . . .what was that back there ?	back where ?
140622	no .	what's the matter ?
140623	 . . .you know that car ?	no .
140625	well now you do .	 . . .hell .
140626	see, i never knew that .	well now you do .
140627	i told you . i like you .	see, i never knew that .
140641	then what'd you come here for ?	you owe me for two weeks .
140648	 . . .count it if you want .	nah, i trust ya .
140654	of course .	nobody knows you hired me ?
140660	dead, huh ?	so it would seem .
140661	got something to show me first ?	dead, huh ?
140662	just the ten thousand'll be fine .	got something to show me first ?
140664	 . . .what kind of fish ?	listen, what is it ? is it done ?
140665	yeah . . .	 . . .what kind of fish ?
140666	ya catch any fish ?	yeah . . .
140667	 . . .what ?	ya catch any fish ?
140668	ya catch any fish ?	 . . .what ?
140669	yeah . is it . . .	ya catch any fish ?
140672	i want you to go fishing .	 . . .what ?
140673	 . . .there's a big--	i want you to go fishing .
140680	what do you think ?	you're an idiot .
140681	well what ?	what do you think ?
140682	i didn't say that . well ?	well what ?
140683	you want me to kill 'em .	i didn't say that . well ?
140684	listen, i'm not--this isn't a joke here .	you want me to kill 'em .
140689	it's not strictly legal .	if the pay's right i'll do it .
140696	now that don't make much sense .	no . it just made them feel better .
140698	how long did you watch her ?	most of the night . . .
140702	what do you mean . . .	 . . .just doin' my job .
140703	what did you take these for ?	what do you mean . . .
140712	what's the point ?	the point is we don't serve niggers here .
140713	that's not the point .	what's the point ?
140716	what .	this .
140717	what's this ?	what .
140719	deuce in the corner needs help .	right .
140721	don't throw that out .	right .
140722	what .	don't throw that out .
140723	pour that back .	what .
140724	right . sorry .	pour that back .
140725	red label .	right . sorry .
140726	you said the usual--	red label .
140727	what's this ?	you said the usual--
140729	how would i know ?	i don't know, didn't he call ?
140732	yeah, i know . pour 'em short .	has ray come in yet ?
140736	 . . .why ?	you shouldn't have taken the money . . .
140740	thanks meurice .	for what ?
140745	howdy stranger .	meurice . sorry i didn't show last night .
140748	tuesday is ladies' night .	what ?
140749	tuesday .	tuesday is ladies' night .
140750	what day is it today, angie ?	tuesday .
140760	oh yeah ? . have you seen any ?	i've seen a few .
140782	shit ben ! how the shit are ya ?	fine frank . fine . how are you ?
140789	not yet .	oh my god . is her son ok ?
140790	does dorothy know her husband is dead ?	not yet .
140795	detective williams ! ! detective williams ! !	detective williams here . is that you, jeffrey ?
140799	only you . and the photo lab .	you're all through with this now ?
140800	who knows you have these ?	only you . and the photo lab .
140801	no . not at all .	who knows you have these ?
140802	is sandy part of this ?	no . not at all .
140809	yeah .	okay ?
140814	what color is it ?	it's blue . blue velvet .
140816	what is this ? what color is it ?	blue . it's blue velvet .
140817	yeah . i get it .	what is this ? what color is it ?
140822	yes .	i guess you've seen some bad things .
140823	is that why you say it's horrible ?	yes .
140824	the criminals are winning .	is that why you say it's horrible ?
140825	anything you can tell me ?	the criminals are winning .
140826	okay .	anything you can tell me ?
140827	these are beautiful . how's the case coming ?	okay .
140830	jeffrey ?	yes ?
140837	come into the study a minute .	excuse me, mrs . williams .
140848	are you detective williams ?	yes .
140852	can i feel 'em ?	if you want to .
140853	those are my breasts .	can i feel 'em ?
140854	don't say please, fuckhead . what are these ?	those are my breasts .
140855	come on, frank . let's go . please .	don't say please, fuckhead . what are these ?
140856	look at these . what are these ?	come on, frank . let's go . please .
140858	yes, but .	then, shut up !
140859	you want to see him too, right ?	yes, but .
140860	frank ?	you want to see him too, right ?
140867	 . mommy's here .	baby wants to fuck .
140868	 . mommy ! .	 . mommy's here .
140870	hello, daddy .	 . my bourbon .
140871	shut up . it's daddy . shithead .	hello, daddy .
140872	hello, baby .	shut up . it's daddy . shithead .
140880	alright, suit yourself .	he's comin' back ? . what for ?
140881	bull .	alright, suit yourself .
140885	i promise, dorothy . i promise .	hold me . i'm falling !
140888	hold me, don .	don ? . where is he ?
140891	they hurt his head .	who, dorothy ?
140892	shh . i'll tell you .	they hurt his head .
140894	it's okay . it's okay .	my secret lover .
140899	oh no .	no . hi baby .
140906	i want you to stay with me .	i think i better go .
140907	i guess i should go .	i want you to stay with me .
140911	i did . are you ?	yes .
140912	you called me jeffrey .	i did . are you ?
140921	shhhhhh . now i have your disease .	you . what ?
140922	i didn't mean to hurt you .	shhhhhh . now i have your disease .
140924	i love you don with all my heart .	no . it's not don .
140929	i asked first .	sometimes i think i do .
140930	do you love me ?	i asked first .
140931	do you love me ?	do you love me ?
140932	kiss me .	do you love me ?
140933	look, snap out of it, will ya ?	kiss me .
140936	beeeee careful .	come on dorothy .
140937	shut up .	beeeee careful .
140938	does that scare you ?	shut up .
140941	that wouldn't be too good, would it ?	frank would open you .
140944	you like to open me . don't you ?	yes .
140947	what do you want ?	i want you to hurt me .
140950	are you a bad boy ?	whatiya mean ?
140951	i'm doing it .	are you a bad boy ?
140952	what do you want to do ?	i'm doing it .
140954	do you like my body ?	sure i do .
140955	that's good .	do you like my body ?
140960	yes . frank-	frank is coming ?
140961	i'm sorry .maybe i better go dorothy .	yes . frank-
140962	it used to make me laugh .but .	i'm sorry .maybe i better go dorothy .
140963	hello .	it used to make me laugh .but .
140964	come in .	hello .
140966	no . i should go .	please . please stay .
140973	don ? . are you in with them ?	no . but you're in very big trouble .
140974	who is don ?	don ? . are you in with them ?
140977	no .	falling .
140978	look .	no .
140984	nice guy . who's he ?	who's it, you mean .
140987	oh shit .	frank ? .can you stand up ?
140988	 . same here .	oh shit .
140989	i liked being with you last night .	 . same here .
140990	that's not crazy . i like you too .	i liked being with you last night .
140994	hi . can i come in ?	yeah . hurry up though .
141004	you don't ?	no . what is happening ?
141005	no .	you don't ?
141006	do you know ?	no .
141009	i made it go down the toilet .	what ?
141012	do you like me ?	yes, i like you .
141014	you can hit me, if you want to .	no . please . i won't .
141017	see my nipples ?	yes .
141018	yes .	see my nipples ?
141019	see my breasts ?  . see ?	yes .
141020	yes .	see my breasts ?  . see ?
141021	do you like the way i feel ?	yes .
141022	it's okay . it's okay .	do you like the way i feel ?
141023	thank you . honey .	it's okay . it's okay .
141026	don ?	no .
141027	i'll go then .	don ?
141028	sure i'm alright .	i'll go then .
141029	nothing . are you alright ?	sure i'm alright .
141032	no .	lie down on the bed .
141033	do you like talk like that ?	no .
141035	do you like that ?	yes .
141037	i . i don't know .	what do you want ?
141038	what do you want from me ?	i . i don't know .
141047	then what ?	then you got undressed .
141048	well .	then what ?
141058	nobody .	shit . you better tell me something .
141063	jeffrey . jeffrey what ?	jeffrey nothing .
141064	jeffrey .	jeffrey . jeffrey what ?
141067	that oughta do it .	yeah .
141069	nope . it's new stuff . no smell .	oh yeah, that's good .
141070	oh god, that stuff stinks .	nope . it's new stuff . no smell .
141071	pest control . gotta do your apartment .	oh god, that stuff stinks .
141072	yes ? what is it ?	pest control . gotta do your apartment .
141080	yes .	i'll send you straight to hell, fuck !
141084	what are you lookin' at ?	nothing .
141087	hey ? . you like to walk .	what ?
141090	hey neighbor . here's to ben .	here's to ben .
141095	go where ?	on a ride .
141096	i don't want to go .	go where ?
141097	no thanks . what does that mean ?	i don't want to go .
141098	no thanks .	no thanks . what does that mean ?
141100	there ya go .	good, let's drink up .
141105	okay frank .	what kinda beer do you like ?
141113	 . . . sandy ? .	go ahead !
141114	go ahead .	 . . . sandy ? .
141115	i should go with her, sandy .	go ahead .
141122	dorothy vallens ?	yes .
141123	dorothy ! . . . dorothy !	dorothy vallens ?
141126	my father has a gun at home .	no .
141128	oh my god . what's wrong ?	frank ! !
141130	you want to dance ?	okay .
141132	let's wait for some slow one .	just a minute .
141133	no .	let's wait for some slow one .
141136	i can't dance fast .	really ?
141137	you want to dance ?	i can't dance fast .
141141	it's okay .	 . . . you look beautiful .
141145	it's good to see you .	where to ?
141149	what is it ?	just some fatherly advice .
141150	okay .	what is it ?
141154	you didn't tell him about me ?	no .
141165	yeah .	jeffrey ? . why ?
141179	what am i going to do ?	you want to go talk to him ?
141180	i'm really sorry .	what am i going to do ?
141181	you were late .	i'm really sorry .
141183	goodnight .	see ya tomorrow .
141184	okay . okay .	goodnight .
141185	you better not, jeffrey .	okay . okay .
141186	can i give you a kiss good night ?	you better not, jeffrey .
141187	okay, sandy .	can i give you a kiss good night ?
141188	okay . be careful .	okay, sandy .
141198	who, me ? why should it ?	that's what i thought .
141199	that doesn't bother you, does it ?	who, me ? why should it ?
141200	yeah ?	that doesn't bother you, does it ?
141203	yes .	did you see her undressed ?
141204	twice . without her sensing anything ?	yes .
141205	 . actually . i've been in twice .	twice . without her sensing anything ?
141206	you saw a lot in one night .	 . actually . i've been in twice .
141211	no way . i'm about to blow up .	you want to tell me about it ?
141212	you want a dairy queen ?	no way . i'm about to blow up .
141213	it's okay . don't worry about it .	you want a dairy queen ?
141214	i'm sorry, i didn't .	it's okay . don't worry about it .
141215	he got a little jealous .	i'm sorry, i didn't .
141216	what's with mike ?	he got a little jealous .
141227	i'm going to wait here until she comes .	are you sure ?
141228	yeah .	i'm going to wait here until she comes .
141231	okay . yeah, call .	look . it can wait till sunday .
141232	oh, okay . can i call ?	okay . yeah, call .
141245	here's to . an interesting experience .	i'll drink to that .
141247	that sounds good .	two .
141248	i'd like an ice-cold heineken .	that sounds good .
141267	so . what's next ?	pretty clever . are you game for more ?
141269	yeah, if it opens the door .	yeah .
141281	alright .	let's go .
141299	i don't want to cause any trouble .	i'm here, aren't i ?
141302	i don't know .	i'd like to talk to you about something .
141303	you hungry or thirsty, or both ?	i don't know .
141308	i don't know . he moved away .	i've gotta go in .
141309	what happened to him ?	i don't know . he moved away .
141327	the ear is from a missing person maybe ?	maybe so .
141339	what else is new ? . right ?	yeah . what are you doing now ?
141340	terrible . boring .	what else is new ? . right ?
141341	how is central these days ?	terrible . boring .
141342	yes .	how is central these days ?
141351	hey jeff . i'm feelin' so much better .	good deal dad .
141352	how ya doin' dad ?	hey jeff . i'm feelin' so much better .
141354	good to see you, son .	it's good to see you, dad .
141355	uh uh .	good to see you, son .
141356	are you feeling okay ?	uh uh .
141357	uh uh .	are you feeling okay ?
141360	hi dad .	hey jeff .
141366	can i use the car tonight ?	of course, jeffrey .
141368	no, i'm just gonna walk around .	alright .
141369	do you want the car ?	no, i'm just gonna walk around .
141370	i'm going out for awhile .	do you want the car ?
141377	jeffrey, when you see your father .	yeah ?
141378	well . okay .	jeffrey, when you see your father .
141382	jeffrey, breakfast is ready .	be right down .
141384	where's all your things, jeffrey ?	this is it .
141396	looks like you'd make a good runner .	well .
141397	no .	looks like you'd make a good runner .
141399	sandy ? . . .sandy, please .	i'll get a coat for her .
141405	here you are . would anyone like coffee ?	that sounds great !
141410	he comes over to study .	yeah .
141414	would you like a piece of cake ?	no . no thank you .
141415	yeah, i know .	would you like a piece of cake ?
141425	come on out a minute, okay ?	okay .
141426	sure . just a sec . excuse me .	come on out a minute, okay ?
141431	what are watchin' this junk for ?	you can change it if you want to .
141433	mike's gotta go . nice to meet you .	yeah, nice meetin' yuh .
141436	where do you guys want to count ?	on the plane .
141437	greetings, mr . george .	where do you guys want to count ?
141476	surprise .	baby, you didn't have to come .
141489	you wanna split ?	yeah, i don't feel so well .
141491	honey, your nose !	oh my g-d, i'm so sorry .
141493	are you kidding ?	we'll take it .
141494	should we buy it ?	are you kidding ?
141498	you happy, baby ?	yeah . i am .
141501	this is it for me .	what is ?
141503	nothing like this back home .	derek !
141505	are you sure this guy is cool ?	you'll see for yourself .
141507	you happy, baby ?	yeah . i am .
141510	this is it for me .	what is ?
141512	nothing like this back home .	derek !
141514	are you sure this guy is cool ?	you'll see for yourself .
141533	excuse me ?	something about vengance being best served cold .
141537	mr . jung, you're a convicted felon, correct ?	yes, i am .
141544	why are you speaking ?	excuse me ?
141546	the coca is my responsibility !	you're a fucking amateur !
141553	what ? yeah, sure .	whose cloths ? your clothes ?
141561	for calling you a homo .	that was out of line .
141562	you ?	for calling you a homo .
141568	happy birthday, george . mirtha invited me .	yeah . she told me .
141572	nice doing business with you, george .	not bad for a weekend's work, huh ?
141582	and i only deal with you ?	barbara and me . no one else .
141593	what the fuck is that ?	it's your grass .
141600	what can i do for you guys ?	we want some grass .
141602	what the fuck is that ?	it's your grass .
141609	what can i do for you guys ?	we want some grass .
141611	what's that ?	get me a six pack .
141612	oh hey, one more thing ?	what's that ?
141615	no fucking way .	fuck you, then . i sign nothing .
141623	you fucked me, diego .	i did not .
141629	derek foreal .	what ?
141653	there's no room .	try the closet .
141654	try the back bedroom .	there's no room .
141655	where do i put this ! ?	try the back bedroom .
141656	i don't give a shit . close enough .	where do i put this ! ?
141659	we're half a million off .	fuck it . i'm not counting it again .
141660	i'm calling it three .	we're half a million off .
141661	it's two-point-five, george . i am sure .	i'm calling it three .
141662	three million . i counted it twice .	it's two-point-five, george . i am sure .
141672	touche .	but to the victor belong the spoils .
141697	george, are we gonna do this or not ?	good to see you, diego .
141698	i just got released five minutes ago .	george, are we gonna do this or not ?
141699	but you must . it's the only way .	i just got released five minutes ago .
141706	congratulations, brother . i've been waiting for you .	how are we doing ?
141707	yeah, i'm out .	congratulations, brother . i've been waiting for you .
141710	allo ?	diego ? it's george .
141711	diego delgado, please ?	allo ?
141712	great . i love the bahamas .	diego delgado, please ?
141718	what type of planes do you have ?	four passenger, single engine cessna .
141722	jesus christ . jesus fucking christ .	now do you see what i am saying ?
141730	you failed because you had the wrong dream .	george ? what do you know about cocaine ?
141731	because they caught me ?	you failed because you had the wrong dream .
141732	no, my brother .	because they caught me ?
141733	because i got caught .	no, my brother .
141749	what kind of project ?	never mind . not for you to worry .
141750	nothing . just a little project .	what kind of project ?
141751	what do you got there, diego ?	nothing . just a little project .
141752	ah, yes . the murder .	what do you got there, diego ?
141753	murder .	ah, yes . the murder .
141757	no ?	i don't like a lot of conversation, diego .
141758	not really, no .	no ?
141761	your offense ? why are you here ?	i don't want to talk about it .
141762	what ?	your offense ? why are you here ?
141766	in how long ? a week ?	today .
141767	i don't know . maybe eighteen grams .	in how long ? a week ?
141768	cocaine ? how much ?	i don't know . maybe eighteen grams .
141769	coke .	cocaine ? how much ?
141774	mirtha comes from a very wealthy family .	oh, i see .
141778	g-d, son .	okay, mom . it's okay . where's dad ?
141782	barbara .	yes, barbara . she was very pretty .
141785	take your boots off . you're tan .	mexico .
141786	surprised to see me ?	take your boots off . you're tan .
141812	diego ?	yeah .
141813	yeah, well . . .	diego ?
141814	george, you look terrible .	yeah, well . . .
141816	and diego ?	diego is my brother .
141817	money .	and diego ?
141820	beautiful girls ?	keep them coming .
141821	sure .	beautiful girls ?
141822	family .	sure .
141823	yeah, maybe .	family .
141824	power ?	yeah, maybe .
141825	freedom .	power ?
141826	yes . money . which is what, george ?	freedom .
141827	i want money .	yes . money . which is what, george ?
141851	that was a beautiful message .	i meant every word of it .
141858	tell mom, you know . . .	i'll tell her .
141863	good .	give this to mom, will you ?
141864	no .	good .
141865	you're not going to trial ?	no .
141869	hi .	i heard . ermine, your son is here .
141873	you're like your mother . you love money .	dad .
141881	you mad at me ?	not mad .
141882	tough spot .	you mad at me ?
141889	what are you going to do ?	i'm going to california .
141896	what are you going to do ?	i'm going to california .
141907	you hear about your old friend, diego ?	what about him ?
141908	what do you guys want ?	you hear about your old friend, diego ?
141909	how are you doing, george ?	what do you guys want ?
141917	george .	tuna .
141922	figured it out .	figured what out ?
141924	george .	tuna .
141929	figured it out .	figured what out ?
141931	mirtha, how are you doing ?	better than you .
141932	george, he wasn't asking .	mirtha, how are you doing ?
141938	kristina's fine .	is she here ? is she coming ?
141941	hey, george . you okay ?	yeah . i'm fine . i'm good .
141944	yeah .	she's getting big . getting her own ideas .
141953	what do you want ?	you knew i was seeing kristina, right ?
141971	where are you going ?	out .
141974	i said, i've seen it before .	alright .
141975	but this is . . .	i said, i've seen it before .
141979	look, mirtha . she's walking .	she did that before .
141992	why are you smiling ?	i don't know . my name is george .
141993	why are you smiling ?	why are you smiling ?
141994	i don't think so .	why are you smiling ?
141995	do i know you ?	i don't think so .
141996	hello .	do i know you ?
141997	hello .	hello .
142002	i fucked up .	shhhh .
142003	i know, dad . i know . . .	i fucked up .
142004	i didn't mean to . . .	i know, dad . i know . . .
142005	it's alright, dad .	i didn't mean to . . .
142006	i'm sorry, baby . i'm so sorry .	it's alright, dad .
142008	swear on my life .	i swear on your life .
142009	i swear . on my life .	swear on my life .
142010	i don't believe you .	i swear . on my life .
142013	there's schools in california .	you swear ?
142014	but i've got school .	there's schools in california .
142019	i don't know . maybe california .	you swear ?
142020	where are you going ?	i don't know . maybe california .
142025	california, huh ?	california .
142028	yeah .	what is it ? a disneyland thing ?
142031	you mean, like a trip ?	yeah, sure, whatever .
142039	what ?	you can call me dad if you want .
142040	dad .	what ?
142043	well, here i am . see ?	how are you doing ?
142048	i don't know .	are we gonna split up ?
142049	what's happening to us ?	i don't know .
142053	okay, george .	because she's visiting me .
142056	but i have a visitor .	not today, george . time to go back .
142062	yes, i do .	do you see him here in the courtroom ?
142063	mr . jung, do you know diego delgado ?	yes, i do .
142068	sounds fine . i'll need to meet everybody .	they're over at the booth .
142082	for instance, something like this ?	very nice . i'll take it .
142083	yes, i am .	for instance, something like this ?
142089	holy shit, dulli !	georgie, oh man, hold the mayo !
142095	so ?	so, we need to get to the source .
142097	it's not enough .	what ?
142112	i can't believe we're stealing a plane .	don't be such a pussy .
142122	no shit, kevin ?	that's right .
142132	the strike is a success; but . . .	no . it has failed in its objective .
142141	and here ?	it depends on you .
142142	in indochina, <u>they</u> won .	and here ?
142143	exactly .	in indochina, <u>they</u> won .
142144	dien bien phu ?	exactly .
142148	third group .	third group . what's your assignment ?
142149	"what ""group"" ?"	third group .
142150	second district, casbah, west algiers .	"what ""group"" ?"
142153	"which ""district"" do you belong to ?"	second district . . .
142154	sail .	"which ""district"" do you belong to ?"
142155	second name .	sail .
142156	sid ahmed .	second name .
142163	what's happened to you ?	the nlf has condemned you to death .
142164	it's true .	what's happened to you ?
142167	you afraid of these . . . ?	don't move, hacene .
142176	and how many are we ?	not enough .
142180	i don't do that kind of thing .	then don't complain .
142191	with an unloaded pistol ?	i'll explain .
142196	read it .	here ?
142197	sure . . .	read it .
142198	can you read ?	sure . . .
142206	no, and neither were my men .	why ?
142213	what do you think of the strike, ali ?	i think it'll be a success . . .
142215	it's good nobody is following us . . .	it's a question of habit . . .
142216	let's try . . .	it's good nobody is following us . . .
142225	all right . see you tomorrow, corbiere .	good evening, sir .
142238	a name ?	yes, a name for the operation .
142239	mathieu ! mathieu, a name . . .	a name ?
142256	who is speaking ?	mathieu . colonel mathieu .
142258	you did a good job, charlie .	thanks, mister d .
142259	i don't know .	you did a good job, charlie .
142274	why ?	because it hasn't all been erased .
142279	you got something on the coke ?	no -- but i got something .
142280	i've been waiting for you to get back .	you got something on the coke ?
142299	yeah .	then you can go .
142301	i think i'm going to make your day .	how ?
142326	no .	what induced it ?
142331	doctor mccurdy, what was the cause of death ?	a massive cardiac arrest .
142337	yes .	what can we prove ?
142340	that's what my report will read .	but there's more ?
142341	the official cause ?	that's what my report will read .
142347	about three hours .	cause ?
142349	no -- never .	your witness .
142352	sex .	could you be more specific ?
142353	what was the nature of the argument ?	sex .
142358	like cats and dogs .	what did they argue about ?
142363	objection, your honor .	counsel approach the bench .
142365	no questions .	you may call your next witness .
142373	can i go ?	you get his statement ?
142405	she's innocent .	aren't they all ?
142419	you can't show intent .	can you ?
142430	did you use it the night marsh died ?	no . i haven't done it in years .
142431	i have .	did you use it the night marsh died ?
142432	miss lawson, do you use cocaine ?	i have .
142434	yes .	what did mr . marsh say ?
142435	did you talk about miss lawson ?	yes .
142436	horrible . he was tired and pale .	did you talk about miss lawson ?
142437	how did he look ?	horrible . he was tired and pale .
142438	yes .	how did he look ?
